"Site Time","Weather station module temperature ","Weather station ambient temperature Degrees Fahrenheit","Weather station device temperature "
"2020-08-01 00:00:00","64.834","77.773","93.2"
"2020-08-01 00:15:00","64.568","77.37","93.2"
"2020-08-01 00:30:00","64.801","77.22","93.2"
"2020-08-01 00:45:00","63.717","75.878","92.3"
"2020-08-01 01:00:00","63.602","75.855","92.3"
"2020-08-01 01:15:00","63.375","75.303","91.4"
"2020-08-01 01:30:00","62.694","75.038","91.4"
"2020-08-01 01:45:00","62.14","74.611","90.5"
"2020-08-01 02:00:00","61.909","74.227","90.5"
"2020-08-01 02:15:00","61.702","74.185","90.5"
"2020-08-01 02:30:00","61.516","74.033","89.6"
"2020-08-01 02:45:00","61.021","73.161","88.7"
"2020-08-01 03:00:00","60.766","72.718","89.6"
"2020-08-01 03:15:00","60.428","72.217","87.8"
"2020-08-01 03:30:00","60.071","71.621","87.8"
"2020-08-01 03:45:00","59.858","70.905","87.8"
"2020-08-01 04:00:00","59.495","70.722","92.3"
"2020-08-01 04:15:00","59.343","70.56","87.8"
"2020-08-01 04:30:00","59.8","70.871","86.9"
"2020-08-01 04:45:00","60.162","71.186","86"
"2020-08-01 05:00:00","59.212","70.44","86"
"2020-08-01 05:15:00","58.79","69.726","86.9"
"2020-08-01 05:30:00","58.715","69.06","86.9"
"2020-08-01 05:45:00","58.519","68.416","86.9"
"2020-08-01 06:00:00","58.77","68.772","85.1"
"2020-08-01 06:15:00","59.196","68.614","85.1"
"2020-08-01 06:30:00","60.35","69.23","86"
"2020-08-01 06:45:00","62.716","70.439","85.1"
"2020-08-01 07:00:00","64.759","71.857","87.8"
"2020-08-01 07:15:00","66.879","72.961","88.7"
"2020-08-01 07:30:00","69.463","73.669","89.6"
"2020-08-01 07:45:00","72.717","74.345","90.5"
"2020-08-01 08:00:00","77.125","75.211","90.5"
"2020-08-01 08:15:00","82.762","76.07","92.3"
"2020-08-01 08:30:00","86.973","77.02","93.2"
"2020-08-01 08:45:00","90.481","78.1","93.2"
"2020-08-01 09:00:00","93.677","78.693","95.9"
"2020-08-01 09:15:00","95.253","79.431","96.8"
"2020-08-01 09:30:00","100.536","80.368","96.8"
"2020-08-01 09:45:00","102.381","81.66","96.8"
"2020-08-01 10:00:00","102.948","83.189","99.5"
"2020-08-01 10:15:00","105.425","84.158","100.4"
"2020-08-01 10:30:00","105.4","85.219","100.4"
"2020-08-01 10:45:00","107.668","85.522","102.2"
"2020-08-01 11:00:00","111.07","86.372","102.2"
"2020-08-01 11:15:00","115.454","87.371","104"
"2020-08-01 11:30:00","116.518","88.612","104"
"2020-08-01 11:45:00","119.465","89.82","104.9"
