"Site Time","Weather station module temperature ","Weather station ambient temperature Degrees Fahrenheit","Weather station device temperature "
"2020-04-01 00:00:00","29.955","38.759","56.3"
"2020-04-01 00:15:00","32.017","38.662","56.3"
"2020-04-01 00:30:00","34.17","39.385","57.2"
"2020-04-01 00:45:00","34.942","39.578","57.2"
"2020-04-01 01:00:00","35.07","39.837","57.2"
"2020-04-01 01:15:00","34.824","39.842","59"
"2020-04-01 01:30:00","34.787","39.829","58.1"
"2020-04-01 01:45:00","34.625","39.714","58.1"
"2020-04-01 02:00:00","33.55","39.382","59"
"2020-04-01 02:15:00","31.686","38.705","57.2"
"2020-04-01 02:30:00","29.846","38.127","57.2"
"2020-04-01 02:45:00","29.868","37.647","57.2"
"2020-04-01 03:00:00","30.923","37.446","54.5"
"2020-04-01 03:15:00","31.158","37.294","53.6"
"2020-04-01 03:30:00","30.882","37.059","55.4"
"2020-04-01 03:45:00","29.257","36.731","55.4"
"2020-04-01 04:00:00","28.348","36.21","55.4"
"2020-04-01 04:15:00","28.735","35.674","53.6"
"2020-04-01 04:30:00","28.589","35.343","52.7"
"2020-04-01 04:45:00","29.32","35.263","53.6"
"2020-04-01 05:00:00","30.154","35.226","53.6"
"2020-04-01 05:15:00","30.011","35.279","53.6"
"2020-04-01 05:30:00","29.95","35.21","53.6"
"2020-04-01 05:45:00","29.704","35.122","54.5"
"2020-04-01 06:00:00","28.95","34.991","54.5"
"2020-04-01 06:15:00","28.046","34.712","53.6"
"2020-04-01 06:30:00","28.268","34.446","53.6"
"2020-04-01 06:45:00","29.075","34.282","51.8"
"2020-04-01 07:00:00","29.827","34.334","52.7"
"2020-04-01 07:15:00","30.928","34.761","53.6"
"2020-04-01 07:30:00","32.783","35.215","53.6"
"2020-04-01 07:45:00","34.75","35.882","54.5"
"2020-04-01 08:00:00","36.743","36.634","55.4"
"2020-04-01 08:15:00","40.367","37.364","55.4"
"2020-04-01 08:30:00","44.071","38.057","55.4"
