"Site Time","Weather station module temperature ","Weather station ambient temperature Degrees Fahrenheit","Weather station device temperature "
"2020-06-01 00:00:00","40.771","55.229","71.6"
"2020-06-01 00:15:00","40.333","54.393","71.6"
"2020-06-01 00:30:00","40.152","54.269","71.6"
"2020-06-01 00:45:00","39.9","53.267","69.8"
"2020-06-01 01:00:00","39.544","53.031","70.7"
"2020-06-01 01:15:00","38.923","52.649","69.8"
"2020-06-01 01:30:00","38.119","51.397","68"
"2020-06-01 01:45:00","37.777","50.736","70.7"
"2020-06-01 02:00:00","39.081","50.999","68"
"2020-06-01 02:15:00","40.222","50.803","68.9"
"2020-06-01 02:30:00","38.436","50.868","67.1"
"2020-06-01 02:45:00","37.612","50.065","67.1"
"2020-06-01 03:00:00","36.977","49.224","68"
"2020-06-01 03:15:00","36.699","48.851","67.1"
"2020-06-01 03:30:00","36.334","48.476","67.1"
"2020-06-01 03:45:00","35.959","48.14","66.2"
"2020-06-01 04:00:00","35.773","47.982","66.2"
"2020-06-01 04:15:00","35.55","47.801","65.3"
"2020-06-01 04:30:00","34.874","46.818","64.4"
"2020-06-01 04:45:00","34.773","46.685","64.4"
"2020-06-01 05:00:00","34.696","46.367","63.5"
"2020-06-01 05:15:00","34.783","46.402","63.5"
"2020-06-01 05:30:00","34.841","45.953","63.5"
"2020-06-01 05:45:00","35.199","45.778","62.6"
"2020-06-01 06:00:00","36.53","46.552","63.5"
"2020-06-01 06:15:00","38.676","47.736","66.2"
"2020-06-01 06:30:00","41.112","48.423","64.4"
"2020-06-01 06:45:00","44.079","49.755","66.2"
"2020-06-01 07:00:00","46.344","50.877","67.1"
"2020-06-01 07:15:00","48.451","51.514","68.9"
"2020-06-01 07:30:00","51.595","52.137","69.8"
"2020-06-01 07:45:00","56.316","52.748","69.8"
"2020-06-01 08:00:00","61.495","53.233","71.6"
"2020-06-01 08:15:00","65.963","54.236","71.6"
"2020-06-01 08:30:00","69.811","54.767","72.5"
"2020-06-01 08:45:00","73.713","55.767","73.4"
"2020-06-01 09:00:00","75.89","56.883","75.2"
"2020-06-01 09:15:00","80.292","58.27","76.1"
"2020-06-01 09:30:00","73.182","58.874","77.9"
"2020-06-01 09:45:00","75.357","59.71","79.7"
"2020-06-01 10:00:00","91.309","61.928","79.7"
"2020-06-01 10:15:00","91.461","63.076","79.7"
"2020-06-01 10:30:00","90.017","64.019","84.2"
"2020-06-01 10:45:00","81.203","63.339","86"
"2020-06-01 11:00:00","86.363","63.685","86"
"2020-06-01 11:15:00","101.755","66.187","86"
"2020-06-01 11:30:00","83.819","64.606","86"
"2020-06-01 11:45:00","89.08","65.448","86.9"
"2020-06-01 12:00:00","82.683","65.979","87.8"
"2020-06-01 12:15:00","78.134","65.628","87.8"
"2020-06-01 12:30:00","80.665","66.173","87.8"
"2020-06-01 12:45:00","86.015","67.349","87.8"
"2020-06-01 13:00:00","78.471","67.3","89.6"
"2020-06-01 13:15:00","88.799","67.929","88.7"
"2020-06-01 13:30:00","89.135","68.895","92.3"
"2020-06-01 13:45:00","85.251","68.537","93.2"
"2020-06-01 14:00:00","83.549","69.12","92.3"
"2020-06-01 14:15:00","87.224","70.509","93.2"
"2020-06-01 14:30:00","89.84","71.695","93.2"
"2020-06-01 14:45:00","84.976","73.071","96.8"
"2020-06-01 15:00:00","81.802","72.383","95.9"
"2020-06-01 15:15:00","89.15","75.293","95"
"2020-06-01 15:30:00","88.505","76.817","98.6"
"2020-06-01 15:45:00","80.677","75.846","98.6"
"2020-06-01 16:00:00","86.203","79.384","100.4"
"2020-06-01 16:15:00","77.527","77.32","100.4"
"2020-06-01 16:30:00","78.531","77.804","98.6"
"2020-06-01 16:45:00","82.454","79.92","100.4"
"2020-06-01 17:00:00","75.806","76.227","100.4"
"2020-06-01 17:15:00","68.612","72.115","96.8"
"2020-06-01 17:30:00","71.008","73.435","93.2"
"2020-06-01 17:45:00","69.784","72.324","93.2"
"2020-06-01 18:00:00","63.987","69.111","90.5"
"2020-06-01 18:15:00","61.043","66.417","88.7"
"2020-06-01 18:30:00","56.785","65.457","84.2"
"2020-06-01 18:45:00","58.575","66.01","84.2"
"2020-06-01 19:00:00","60.292","65.822","84.2"
"2020-06-01 19:15:00","59.746","65.848","84.2"
"2020-06-01 19:30:00","58.851","65.716","84.2"
"2020-06-01 19:45:00","58.064","65.41","83.3"
"2020-06-01 20:00:00","57.373","65.083","83.3"
"2020-06-01 20:15:00","54.672","63.949","83.3"
"2020-06-01 20:30:00","50.746","62.377","82.4"
"2020-06-01 20:45:00","48.193","60.885","80.6"
"2020-06-01 21:00:00","46.704","59.744","78.8"
"2020-06-01 21:15:00","46.188","58.673","77"
"2020-06-01 21:30:00","44.883","58.156","77"
"2020-06-01 21:45:00","44.016","57.13","77"
"2020-06-01 22:00:00","43.581","56.529","74.3"
"2020-06-01 22:15:00","43.039","56","75.2"
"2020-06-01 22:30:00","42.895","55.899","73.4"
"2020-06-01 22:45:00","43.862","55.736","73.4"
"2020-06-01 23:00:00","43.623","55.185","72.5"
"2020-06-01 23:15:00","43.498","55.076","73.4"
"2020-06-01 23:30:00","46.547","56.03","73.4"
"2020-06-01 23:45:00","47.656","55.734","73.4"
"2020-06-02 00:00:00","47.274","55.094","73.4"
"2020-06-02 00:15:00","45.163","54.545","72.5"
"2020-06-02 00:30:00","43.979","53.739","71.6"
"2020-06-02 00:45:00","43.686","53.356","72.5"
"2020-06-02 01:00:00","43.889","53.668","70.7"
"2020-06-02 01:15:00","45.71","53.904","71.6"
"2020-06-02 01:30:00","44.765","53.89","68.9"
"2020-06-02 01:45:00","42.672","52.989","71.6"
"2020-06-02 02:00:00","41.686","52.187","71.6"
"2020-06-02 02:15:00","41.091","51.578","71.6"
"2020-06-02 02:30:00","40.566","50.932","69.8"
"2020-06-02 02:45:00","40.169","50.226","68.9"
"2020-06-02 03:00:00","39.89","49.97","68"
"2020-06-02 03:15:00","39.944","49.767","67.1"
"2020-06-02 03:30:00","39.904","49.594","68"
"2020-06-02 03:45:00","40.042","49.836","68"
"2020-06-02 04:00:00","39.7","49.755","67.1"
"2020-06-02 04:15:00","39.845","49.475","68"
"2020-06-02 04:30:00","40.533","49.411","68"
"2020-06-02 04:45:00","41.338","49.353","68"
"2020-06-02 05:00:00","42.32","50.038","68"
"2020-06-02 05:15:00","41.777","49.643","68"
"2020-06-02 05:30:00","41.025","49.189","68"
"2020-06-02 05:45:00","42.776","49.461","67.1"
"2020-06-02 06:00:00","45.783","50.332","68.9"
"2020-06-02 06:15:00","47.426","51.147","69.8"
"2020-06-02 06:30:00","50.479","51.942","71.6"
"2020-06-02 06:45:00","51.223","52.805","71.6"
"2020-06-02 07:00:00","50.9","53.282","72.5"
"2020-06-02 07:15:00","51.306","53.456","72.5"
"2020-06-02 07:30:00","55.555","54.295","72.5"
"2020-06-02 07:45:00","60.071","55.602","74.3"
"2020-06-02 08:00:00","63.093","56.743","75.2"
"2020-06-02 08:15:00","63.803","57.049","77"
"2020-06-02 08:30:00","60.869","57.031","78.8"
"2020-06-02 08:45:00","59.369","57.313","77.9"
"2020-06-02 09:00:00","63.416","58.511","77"
"2020-06-02 09:15:00","67.646","59.421","77"
"2020-06-02 09:30:00","70.562","60.552","81.5"
"2020-06-02 09:45:00","76.431","61.439","82.4"
"2020-06-02 10:00:00","84.473","62.951","82.4"
"2020-06-02 10:15:00","82.362","64.253","86"
"2020-06-02 10:30:00","79.916","64.898","86"
"2020-06-02 10:45:00","79.144","64.914","87.8"
"2020-06-02 11:00:00","75.123","65.068","87.8"
"2020-06-02 11:15:00","72.856","65.145","87.8"
"2020-06-02 11:30:00","73.263","65.499","87.8"
"2020-06-02 11:45:00","69.044","64.727","87.8"
"2020-06-02 12:00:00","66.37","64.138","86"
"2020-06-02 12:15:00","64.834","63.445","86"
"2020-06-02 12:30:00","65.595","63.458","84.2"
"2020-06-02 12:45:00","70.783","64.807","85.1"
"2020-06-02 13:00:00","88.48","68.633","87.8"
"2020-06-02 13:15:00","94.632","71.362","92.3"
"2020-06-02 13:30:00","88.973","72.218","95"
"2020-06-02 13:45:00","101.079","74.356","96.8"
"2020-06-02 14:00:00","102.052","74.613","98.6"
"2020-06-02 14:15:00","92.355","74.24","99.5"
"2020-06-02 14:30:00","84.584","73.279","96.8"
"2020-06-02 14:45:00","85.936","73.599","96.8"
"2020-06-02 15:00:00","86.872","73.174","96.8"
"2020-06-02 15:15:00","89.156","73.891","96.8"
"2020-06-02 15:30:00","95.715","77.257","98.6"
"2020-06-02 15:45:00","98.645","79.71","102.2"
"2020-06-02 16:00:00","95.227","80.284","104"
"2020-06-02 16:15:00","95.928","82.422","104"
"2020-06-02 16:30:00","100.962","86.857","107.6"
"2020-06-02 16:45:00","97.371","87.2","109.4"
"2020-06-02 17:00:00","91.213","85.425","110.3"
"2020-06-02 17:15:00","85.693","83.285","107.6"
"2020-06-02 17:30:00","84.103","83.753","106.7"
"2020-06-02 17:45:00","84.002","83.781","107.6"
"2020-06-02 18:00:00","75.504","77.191","101.3"
"2020-06-02 18:15:00","73.393","75.065","98.6"
"2020-06-02 18:30:00","73.265","75.338","95.9"
"2020-06-02 18:45:00","72.165","74.509","95"
"2020-06-02 19:00:00","69.819","73.113","94.1"
"2020-06-02 19:15:00","67.289","72.002","92.3"
"2020-06-02 19:30:00","65.207","70.956","91.4"
"2020-06-02 19:45:00","63.53","70.201","90.5"
"2020-06-02 20:00:00","62.539","69.759","89.6"
"2020-06-02 20:15:00","61.849","69.169","88.7"
"2020-06-02 20:30:00","61.242","68.509","88.7"
"2020-06-02 20:45:00","60.556","67.924","87.8"
"2020-06-02 21:00:00","59.231","67.772","86.9"
"2020-06-02 21:15:00","59.538","67.613","90.5"
"2020-06-02 21:30:00","59.687","67.283","86.9"
"2020-06-02 21:45:00","59.791","66.812","89.6"
"2020-06-02 22:00:00","60.777","67.448","86"
"2020-06-02 22:15:00","60.645","67.356","86.9"
"2020-06-02 22:30:00","59.238","66.625","85.1"
"2020-06-02 22:45:00","57.943","65.787","85.1"
"2020-06-02 23:00:00","57.919","65.634","84.2"
"2020-06-02 23:15:00","57.967","65.765","83.3"
"2020-06-02 23:30:00","57.971","65.728","83.3"
"2020-06-02 23:45:00","57.807","65.065","83.3"
"2020-06-03 00:00:00","58.132","65.13","84.2"
"2020-06-03 00:15:00","58.298","65.099","83.3"
"2020-06-03 00:30:00","58.422","64.846","84.2"
"2020-06-03 00:45:00","57.868","64.405","84.2"
"2020-06-03 01:00:00","57.015","63.961","82.4"
"2020-06-03 01:15:00","56.454","63.594","84.2"
"2020-06-03 01:30:00","56.585","63.59","82.4"
"2020-06-03 01:45:00","54.797","62.849","82.4"
"2020-06-03 02:00:00","52.996","62.355","80.6"
"2020-06-03 02:15:00","52.104","61.684","81.5"
"2020-06-03 02:30:00","51.707","61.274","80.6"
"2020-06-03 02:45:00","52.537","61.189","80.6"
"2020-06-03 03:00:00","54.157","61.524","77"
"2020-06-03 03:15:00","54.861","61.371","78.8"
"2020-06-03 03:30:00","54.893","61.516","80.6"
"2020-06-03 03:45:00","54.752","61.543","79.7"
"2020-06-03 04:00:00","53.459","61.279","79.7"
"2020-06-03 04:15:00","52.561","60.715","78.8"
"2020-06-03 04:30:00","53.047","60.953","78.8"
"2020-06-03 04:45:00","52.945","60.444","77.9"
"2020-06-03 05:00:00","53.199","60.16","77"
"2020-06-03 05:15:00","54.158","60.3","79.7"
"2020-06-03 05:30:00","54.006","60.485","79.7"
"2020-06-03 05:45:00","54.939","60.87","79.7"
"2020-06-03 06:00:00","56.421","61.175","79.7"
"2020-06-03 06:15:00","58.269","61.687","80.6"
"2020-06-03 06:30:00","60.731","62.268","80.6"
"2020-06-03 06:45:00","64.765","63.535","81.5"
"2020-06-03 07:00:00","64.81","64.233","83.3"
"2020-06-03 07:15:00","66.416","64.92","83.3"
"2020-06-03 07:30:00","70.133","65.644","82.4"
"2020-06-03 07:45:00","75.023","66.42","85.1"
"2020-06-03 08:00:00","79.795","67.297","86"
"2020-06-03 08:15:00","81.102","68.201","87.8"
"2020-06-03 08:30:00","81.515","68.932","89.6"
"2020-06-03 08:45:00","78.255","69.027","89.6"
"2020-06-03 09:00:00","78.826","69.108","89.6"
"2020-06-03 09:15:00","91.94","70.529","90.5"
"2020-06-03 09:30:00","88.059","71.395","91.4"
"2020-06-03 09:45:00","90.246","72.342","91.4"
"2020-06-03 10:00:00","95.154","73.422","93.2"
"2020-06-03 10:15:00","97.047","74.363","94.1"
"2020-06-03 10:30:00","97.586","75.349","95.9"
"2020-06-03 10:45:00","107.076","76.388","96.8"
"2020-06-03 11:00:00","112.191","77.77","97.7"
"2020-06-03 11:15:00","109.615","79.757","98.6"
"2020-06-03 11:30:00","96.84","79.512","100.4"
"2020-06-03 11:45:00","91.362","79.042","101.3"
"2020-06-03 12:00:00","91.013","79.698","102.2"
"2020-06-03 12:15:00","86.705","79.45","102.2"
"2020-06-03 12:30:00","86.761","79.3","100.4"
"2020-06-03 12:45:00","82.576","78.121","99.5"
"2020-06-03 13:00:00","81.167","77.625","98.6"
"2020-06-03 13:15:00","80.256","77.236","98.6"
"2020-06-03 13:30:00","82.819","77.91","98.6"
"2020-06-03 13:45:00","83.832","78.667","98.6"
"2020-06-03 14:00:00","84.442","79.141","97.7"
"2020-06-03 14:15:00","83.319","78.611","99.5"
"2020-06-03 14:30:00","80.927","78.37","102.2"
"2020-06-03 14:45:00","91.827","81.315","101.3"
"2020-06-03 15:00:00","104.675","85.411","104"
"2020-06-03 15:15:00","105.938","87.833","107.6"
"2020-06-03 15:30:00","109.285","90.031","111.2"
"2020-06-03 15:45:00","100.471","88.649","113.9"
"2020-06-03 16:00:00","100.154","89.683","112.1"
"2020-06-03 16:15:00","99.12","89.759","113"
"2020-06-03 16:30:00","101.588","92.873","113"
"2020-06-03 16:45:00","99.181","94.179","115.7"
"2020-06-03 17:00:00","98.473","94.019","116.6"
"2020-06-03 17:15:00","94.408","92.156","114.8"
"2020-06-03 17:30:00","89.771","89.265","113"
"2020-06-03 17:45:00","89.574","90.183","111.2"
"2020-06-03 18:00:00","89.257","91.168","111.2"
"2020-06-03 18:15:00","87.833","91.485","111.2"
"2020-06-03 18:30:00","86.335","91.39","111.2"
"2020-06-03 18:45:00","81.203","87.777","110.3"
"2020-06-03 19:00:00","78.258","85.173","106.7"
"2020-06-03 19:15:00","74.779","83.23","103.1"
"2020-06-03 19:30:00","73.355","82.345","100.4"
"2020-06-03 19:45:00","71.483","80.026","100.4"
"2020-06-03 20:00:00","69.866","78.178","98.6"
"2020-06-03 20:15:00","69.014","77.23","96.8"
"2020-06-03 20:30:00","68.772","76.798","95.9"
"2020-06-03 20:45:00","68.438","76.4","95"
"2020-06-03 21:00:00","68.604","76.193","95"
"2020-06-03 21:15:00","69.297","76.541","94.1"
"2020-06-03 21:30:00","68.484","76.203","95"
"2020-06-03 21:45:00","66.57","75.16","94.1"
"2020-06-03 22:00:00","65.585","74.571","93.2"
"2020-06-03 22:15:00","64.562","74.137","93.2"
"2020-06-03 22:30:00","63.803","73.469","91.4"
"2020-06-03 22:45:00","62.988","72.912","90.5"
"2020-06-03 23:00:00","62.085","71.702","90.5"
"2020-06-03 23:15:00","62.182","71.702","90.5"
"2020-06-03 23:30:00","61.624","71.163","88.7"
