"Site Time","Production meter active power Kilowatts"
"2020-01-01 00:00:00","-0.099"
"2020-01-01 00:15:00","-0.098"
"2020-01-01 00:30:00","-0.095"
"2020-01-01 00:45:00","-0.098"
"2020-01-01 01:00:00","-0.099"
"2020-01-01 01:15:00","-0.101"
"2020-01-01 01:30:00","-0.097"
"2020-01-01 01:45:00","-0.096"
"2020-01-01 02:00:00","-0.105"
"2020-01-01 02:15:00","-0.101"
"2020-01-01 02:30:00","-0.099"
"2020-01-01 02:45:00","-0.102"
"2020-01-01 03:00:00","-0.099"
"2020-01-01 03:15:00","-0.095"
"2020-01-01 03:30:00","-0.1"
"2020-01-01 03:45:00","-0.1"
"2020-01-01 04:00:00","-0.096"
"2020-01-01 04:15:00","-0.096"
"2020-01-01 04:30:00","-0.096"
"2020-01-01 04:45:00","-0.1"
"2020-01-01 05:00:00","-0.098"
"2020-01-01 05:15:00","-0.099"
"2020-01-01 05:30:00","-0.102"
"2020-01-01 05:45:00","-0.098"
"2020-01-01 06:00:00","-0.099"
"2020-01-01 06:15:00","-0.096"
"2020-01-01 06:30:00","-0.101"
"2020-01-01 06:45:00","-0.104"
"2020-01-01 07:00:00","0.036"
"2020-01-01 07:15:00","4.353"
"2020-01-01 07:30:00","16.593"
"2020-01-01 07:45:00","55.461"
"2020-01-01 08:00:00","119.56"
"2020-01-01 08:15:00","175.224"
"2020-01-01 08:30:00","166.349"
"2020-01-01 08:45:00","148.427"
"2020-01-01 09:00:00","115.088"
"2020-01-01 09:15:00","102.174"
"2020-01-01 09:30:00","128.164"
"2020-01-01 09:45:00","109.867"
"2020-01-01 10:00:00","115.457"
"2020-01-01 10:15:00","136.488"
"2020-01-01 10:30:00","327.112"
"2020-01-01 10:45:00","420.711"
"2020-01-01 11:00:00","358.716"
"2020-01-01 11:15:00","725.636"
"2020-01-01 11:30:00","777.959"
"2020-01-01 11:45:00","722.424"
"2020-01-01 12:00:00","674.471"
"2020-01-01 12:15:00","453.66"
"2020-01-01 12:30:00","185.622"
"2020-01-01 12:45:00","191.975"
"2020-01-01 13:00:00","237.889"
"2020-01-01 13:15:00","483.751"
"2020-01-01 13:30:00","253.812"
"2020-01-01 13:45:00","166.617"
"2020-01-01 14:00:00","136.885"
"2020-01-01 14:15:00","148.04"
"2020-01-01 14:30:00","213.171"
"2020-01-01 14:45:00","124.927"
"2020-01-01 15:00:00","94.929"
"2020-01-01 15:15:00","60.193"
"2020-01-01 15:30:00","32.999"
"2020-01-01 15:45:00","26.705"
"2020-01-01 16:00:00","16.28"
"2020-01-01 16:15:00","7.389"
"2020-01-01 16:30:00","1.007"
"2020-01-01 16:45:00","-0.103"
"2020-01-01 17:00:00","-0.102"
"2020-01-01 17:15:00","-0.099"
"2020-01-01 17:30:00","-0.105"
"2020-01-01 17:45:00","-0.101"
"2020-01-01 18:00:00","-0.104"
"2020-01-01 18:15:00","-0.107"
"2020-01-01 18:30:00","-0.098"
"2020-01-01 18:45:00","-0.1"
"2020-01-01 19:00:00","-0.099"
"2020-01-01 19:15:00","-0.097"
"2020-01-01 19:30:00","-0.099"
"2020-01-01 19:45:00","-0.1"
"2020-01-01 20:00:00","-0.101"
"2020-01-01 20:15:00","-0.1"
"2020-01-01 20:30:00","-0.1"
"2020-01-01 20:45:00","-0.096"
"2020-01-01 21:00:00","-0.097"
"2020-01-01 21:15:00","-0.1"
"2020-01-01 21:30:00","-0.101"
"2020-01-01 21:45:00","-0.101"
"2020-01-01 22:00:00","-0.103"
"2020-01-01 22:15:00","-0.101"
"2020-01-01 22:30:00","-0.103"
"2020-01-01 22:45:00","-0.102"
"2020-01-01 23:00:00","-0.098"
"2020-01-01 23:15:00","-0.096"
"2020-01-01 23:30:00","-0.098"
"2020-01-01 23:45:00","-0.101"
"2020-01-02 00:00:00","-0.099"
"2020-01-02 00:15:00","-0.096"
"2020-01-02 00:30:00","-0.1"
"2020-01-02 00:45:00","-0.103"
"2020-01-02 01:00:00","-0.1"
