"Site Time","Production meter active power Kilowatts"
"2020-04-01 00:00:00","-0.118"
"2020-04-01 00:15:00","-0.111"
"2020-04-01 00:30:00","-0.109"
"2020-04-01 00:45:00","-0.108"
"2020-04-01 01:00:00","-0.111"
"2020-04-01 01:15:00","-0.116"
"2020-04-01 01:30:00","-0.109"
"2020-04-01 01:45:00","-0.107"
"2020-04-01 02:00:00","-0.104"
"2020-04-01 02:15:00","-0.111"
"2020-04-01 02:30:00","-0.11"
"2020-04-01 02:45:00","-0.109"
"2020-04-01 03:00:00","-0.109"
"2020-04-01 03:15:00","-0.116"
"2020-04-01 03:30:00","-0.113"
"2020-04-01 03:45:00","-0.113"
"2020-04-01 04:00:00","-0.114"
"2020-04-01 04:15:00","-0.112"
"2020-04-01 04:30:00","-0.114"
"2020-04-01 04:45:00","-0.112"
"2020-04-01 05:00:00","-0.107"
"2020-04-01 05:15:00","-0.115"
"2020-04-01 05:30:00","-0.112"
"2020-04-01 05:45:00","-0.115"
"2020-04-01 06:00:00","-0.114"
"2020-04-01 06:15:00","-0.127"
"2020-04-01 06:30:00","2.59"
"2020-04-01 06:45:00","14.601"
"2020-04-01 07:00:00","46.738"
"2020-04-01 07:15:00","96.74"
"2020-04-01 07:30:00","156.447"
"2020-04-01 07:45:00","219.197"
"2020-04-01 08:00:00","306.449"
"2020-04-01 08:15:00","396.47"
"2020-04-01 08:30:00","479.597"
"2020-04-01 08:45:00","556.569"
"2020-04-01 09:00:00","624.298"
"2020-04-01 09:15:00","686.445"
"2020-04-01 09:30:00","777.624"
"2020-04-01 09:45:00","841.106"
"2020-04-01 10:00:00","906.649"
"2020-04-01 10:15:00","971.502"
"2020-04-01 10:30:00","962.754"
"2020-04-01 10:45:00","877.302"
"2020-04-01 11:00:00","803.486"
"2020-04-01 11:15:00","983.951"
"2020-04-01 11:30:00","707.848"
"2020-04-01 11:45:00","918.92"
"2020-04-01 12:00:00","861.052"
"2020-04-01 12:15:00","762.323"
"2020-04-01 12:30:00","697.952"
"2020-04-01 12:45:00","576.716"
"2020-04-01 13:00:00","607.044"
"2020-04-01 13:15:00","792.541"
"2020-04-01 13:30:00","912.886"
"2020-04-01 13:45:00","668.435"
"2020-04-01 14:00:00","765.529"
"2020-04-01 14:15:00","954.846"
"2020-04-01 14:30:00","924.847"
