"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-01-01 00:00:00","0","-0.53"
"2020-01-01 00:15:00","0","-0.589"
"2020-01-01 00:30:00","0","-0.639"
"2020-01-01 00:45:00","0","-0.554"
"2020-01-01 01:00:00","0","-0.529"
"2020-01-01 01:15:00","0","-0.54"
"2020-01-01 01:30:00","0","-0.434"
"2020-01-01 01:45:00","0","-0.362"
"2020-01-01 02:00:00","0","-0.554"
"2020-01-01 02:15:00","0","-0.64"
"2020-01-01 02:30:00","0","-1.024"
"2020-01-01 02:45:00","0","-1.107"
"2020-01-01 03:00:00","0","-0.777"
"2020-01-01 03:15:00","0","-0.688"
"2020-01-01 03:30:00","0","-0.46"
"2020-01-01 03:45:00","0","-0.493"
"2020-01-01 04:00:00","0","-0.55"
"2020-01-01 04:15:00","0","-0.764"
"2020-01-01 04:30:00","0","-0.772"
"2020-01-01 04:45:00","0","-0.763"
"2020-01-01 05:00:00","0","-0.372"
"2020-01-01 05:15:00","0","-0.522"
"2020-01-01 05:30:00","0","-0.977"
"2020-01-01 05:45:00","0","-1.003"
"2020-01-01 06:00:00","0","-1.141"
"2020-01-01 06:15:00","0","-0.996"
"2020-01-01 06:30:00","0","-1.144"
"2020-01-01 06:45:00","0","-1.398"
"2020-01-01 07:00:00","0","-0.227"
"2020-01-01 07:15:00","4.422","4.209"
"2020-01-01 07:30:00","13.604","11.883"
"2020-01-01 07:45:00","34.786","24.177"
"2020-01-01 08:00:00","114.654","61.119"
"2020-01-01 08:15:00","197.786","105.102"
"2020-01-01 08:30:00","136.742","106.652"
"2020-01-01 08:45:00","110.845","110.822"
"2020-01-01 09:00:00","89.415","98.442"
"2020-01-01 09:15:00","81.057","91.768"
"2020-01-01 09:30:00","96.269","106.633"
"2020-01-01 09:45:00","83.91","95.224"
"2020-01-01 10:00:00","87.722","103.616"
"2020-01-01 10:15:00","105.426","117.522"
"2020-01-01 10:30:00","251.303","210.711"
"2020-01-01 10:45:00","312.137","264.723"
"2020-01-01 11:00:00","262.534","229.178"
"2020-01-01 11:15:00","514.226","355.362"
"2020-01-01 11:30:00","576.652","403.361"
"2020-01-01 11:45:00","542.889","399.921"
"2020-01-01 12:00:00","540.188","423.644"
"2020-01-01 12:15:00","323.502","280.957"
"2020-01-01 12:30:00","136.926","156.629"
"2020-01-01 12:45:00","140.092","133.471"
"2020-01-01 13:00:00","163.929","147.049"
"2020-01-01 13:15:00","382.894","287.685"
"2020-01-01 13:30:00","169.536","172.056"
"2020-01-01 13:45:00","123.723","136.151"
"2020-01-01 14:00:00","98.911","114.506"
"2020-01-01 14:15:00","105.665","119.044"
"2020-01-01 14:30:00","207.185","172.279"
"2020-01-01 14:45:00","101.052","99.886"
