"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-05-01 00:00:00","0","-0.296"
"2020-05-01 00:15:00","0","-0.21"
"2020-05-01 00:30:00","0","-0.133"
"2020-05-01 00:45:00","0","-0.217"
"2020-05-01 01:00:00","0","-0.357"
"2020-05-01 01:15:00","0","-0.168"
"2020-05-01 01:30:00","0.044","0.09"
"2020-05-01 01:45:00","0.018","0.077"
"2020-05-01 02:00:00","0","-0.081"
"2020-05-01 02:15:00","0","-0.101"
"2020-05-01 02:30:00","0","-0.129"
"2020-05-01 02:45:00","0","-0.155"
"2020-05-01 03:00:00","0","-0.19"
"2020-05-01 03:15:00","0","-0.239"
"2020-05-01 03:30:00","0","-0.145"
"2020-05-01 03:45:00","0","-0.123"
"2020-05-01 04:00:00","0","-0.09"
"2020-05-01 04:15:00","0","-0.084"
"2020-05-01 04:30:00","0","-0.124"
"2020-05-01 04:45:00","0","-0.197"
"2020-05-01 05:00:00","0","-0.203"
"2020-05-01 05:15:00","0","-0.147"
"2020-05-01 05:30:00","0","-0.016"
"2020-05-01 05:45:00","0.28","0.417"
"2020-05-01 06:00:00","2.207","2.552"
"2020-05-01 06:15:00","6.375","7.188"
"2020-05-01 06:30:00","9.022","10.2"
"2020-05-01 06:45:00","15.159","16.76"
"2020-05-01 07:00:00","16.068","18.011"
"2020-05-01 07:15:00","16.394","18.114"
"2020-05-01 07:30:00","22.041","24.512"
"2020-05-01 07:45:00","32.901","36.157"
"2020-05-01 08:00:00","38.957","42.81"
"2020-05-01 08:15:00","79.407","85.973"
"2020-05-01 08:30:00","108.379","116.397"
"2020-05-01 08:45:00","112.814","121.676"
"2020-05-01 09:00:00","114.63","123.706"
"2020-05-01 09:15:00","127.146","137.703"
"2020-05-01 09:30:00","147.507","159.117"
"2020-05-01 09:45:00","188.785","202.06"
"2020-05-01 10:00:00","324.365","341.218"
"2020-05-01 10:15:00","381.001","396.642"
"2020-05-01 10:30:00","356.387","374.643"
"2020-05-01 10:45:00","237.607","261.44"
"2020-05-01 11:00:00","206.803","230.497"
"2020-05-01 11:15:00","175.863","201.515"
"2020-05-01 11:30:00","194.404","217.526"
"2020-05-01 11:45:00","240.345","260.23"
"2020-05-01 12:00:00","270.313","305.122"
"2020-05-01 12:15:00","240.181","266.33"
"2020-05-01 12:30:00","313.997","332.979"
