"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-12-01 00:00:00","0","-0.648"
"2020-12-01 00:15:00","0","-0.792"
"2020-12-01 00:30:00","0","-0.801"
"2020-12-01 00:45:00","0","-0.677"
"2020-12-01 01:00:00","0","-0.455"
"2020-12-01 01:15:00","0","-1.159"
"2020-12-01 01:30:00","0","-0.941"
"2020-12-01 01:45:00","0","-0.834"
"2020-12-01 02:00:00","0","-0.909"
"2020-12-01 02:15:00","0","-0.887"
"2020-12-01 02:30:00","0","-1.236"
"2020-12-01 02:45:00","0","-1.23"
"2020-12-01 03:00:00","0","-0.998"
"2020-12-01 03:15:00","0","-0.89"
"2020-12-01 03:30:00","0","-0.847"
"2020-12-01 03:45:00","0","-0.4"
"2020-12-01 04:00:00","0","-0.663"
"2020-12-01 04:15:00","0","-0.494"
"2020-12-01 04:30:00","0","-0.441"
"2020-12-01 04:45:00","0","-0.612"
"2020-12-01 05:00:00","0","-0.573"
"2020-12-01 05:15:00","0","-0.62"
"2020-12-01 05:30:00","0","-0.882"
"2020-12-01 05:45:00","0","-0.92"
"2020-12-01 06:00:00","0","-0.707"
"2020-12-01 06:15:00","0","-1.09"
"2020-12-01 06:30:00","0","-1.104"
"2020-12-01 06:45:00","0","0.151"
"2020-12-01 07:00:00","3.618","4.143"
"2020-12-01 07:15:00","13.252","14.352"
"2020-12-01 07:30:00","23.906","27.154"
"2020-12-01 07:45:00","35.142","39.099"
"2020-12-01 08:00:00","42.418","46.388"
"2020-12-01 08:15:00","47.41","52.278"
"2020-12-01 08:30:00","75.745","85.092"
"2020-12-01 08:45:00","162.333","180.083"
"2020-12-01 09:00:00","79.969","92.761"
"2020-12-01 09:15:00","47.33","51.394"
"2020-12-01 09:30:00","48.88","53.904"
"2020-12-01 09:45:00","354.51","277.635"
"2020-12-01 10:00:00","440.181","321.074"
"2020-12-01 10:15:00","341.453","287.758"
"2020-12-01 10:30:00","268.256","234.367"
"2020-12-01 10:45:00","351.987","284.691"
"2020-12-01 11:00:00","215.375","190.506"
"2020-12-01 11:15:00","165.976","167.911"
"2020-12-01 11:30:00","355.073","289.456"
"2020-12-01 11:45:00","220.937","205.8"
"2020-12-01 12:00:00","254.209","243.79"
"2020-12-01 12:15:00","220.167","220.218"
"2020-12-01 12:30:00","261.471","269.483"
"2020-12-01 12:45:00","590.397","475.285"
"2020-12-01 13:00:00","509.11","381.858"
"2020-12-01 13:15:00","451.216","335.006"
"2020-12-01 13:30:00","432.002","314.074"
"2020-12-01 13:45:00","262.829","205.126"
"2020-12-01 14:00:00","330.591","248.263"
"2020-12-01 14:15:00","250.724","189.725"
"2020-12-01 14:30:00","86.242","77.382"
"2020-12-01 14:45:00","47.638","51.089"
"2020-12-01 15:00:00","64.656","66.842"
"2020-12-01 15:15:00","113.923","80.215"
"2020-12-01 15:30:00","62.354","64.574"
"2020-12-01 15:45:00","25.457","30.751"
"2020-12-01 16:00:00","6.811","9.329"
"2020-12-01 16:15:00","2.483","2.681"
"2020-12-01 16:30:00","0","-0.268"
"2020-12-01 16:45:00","0","-1.025"
"2020-12-01 17:00:00","0","-0.923"
"2020-12-01 17:15:00","0","-0.539"
"2020-12-01 17:30:00","0","-0.48"
"2020-12-01 17:45:00","0","-0.399"
"2020-12-01 18:00:00","0","-0.293"
"2020-12-01 18:15:00","0","-0.358"
"2020-12-01 18:30:00","0","-0.509"
"2020-12-01 18:45:00","0","-0.68"
"2020-12-01 19:00:00","0","-0.511"
"2020-12-01 19:15:00","0","-1.035"
"2020-12-01 19:30:00","0","-0.734"
"2020-12-01 19:45:00","0","-0.577"
"2020-12-01 20:00:00","0","-0.551"
"2020-12-01 20:15:00","0","-0.502"
"2020-12-01 20:30:00","0","-0.653"
"2020-12-01 20:45:00","0","-0.632"
"2020-12-01 21:00:00","0","-0.63"
"2020-12-01 21:15:00","0","-0.714"
"2020-12-01 21:30:00","0","-0.995"
"2020-12-01 21:45:00","0","-1.128"
"2020-12-01 22:00:00","0","-1.28"
"2020-12-01 22:15:00","0","-1.418"
"2020-12-01 22:30:00","0","-1.192"
"2020-12-01 22:45:00","0","-1.02"
"2020-12-01 23:00:00","0","-1.021"
"2020-12-01 23:15:00","0","-1.29"
"2020-12-01 23:30:00","0","-1.366"
"2020-12-01 23:45:00","0","-1.365"
"2020-12-02 00:00:00","0","-1.319"
"2020-12-02 00:15:00","0","-1.345"
"2020-12-02 00:30:00","0","-1.538"
"2020-12-02 00:45:00","0","-1.405"
"2020-12-02 01:00:00","0","-1.389"
"2020-12-02 01:15:00","0","-1.209"
"2020-12-02 01:30:00","0","-0.835"
"2020-12-02 01:45:00","0","-0.744"
"2020-12-02 02:00:00","0","-0.762"
"2020-12-02 02:15:00","0","-0.838"
"2020-12-02 02:30:00","0","-1.263"
"2020-12-02 02:45:00","0","-1.403"
"2020-12-02 03:00:00","0","-1.371"
"2020-12-02 03:15:00","0","-1.362"
"2020-12-02 03:30:00","0","-1.395"
"2020-12-02 03:45:00","0","-1.327"
"2020-12-02 04:00:00","0","-1.105"
"2020-12-02 04:15:00","0","-1.231"
"2020-12-02 04:30:00","0","-1.395"
"2020-12-02 04:45:00","0","-1.429"
"2020-12-02 05:00:00","0","-1.425"
"2020-12-02 05:15:00","0","-1.431"
"2020-12-02 05:30:00","0","-1.396"
"2020-12-02 05:45:00","0","-1.452"
"2020-12-02 06:00:00","0","-1.409"
"2020-12-02 06:15:00","0","-1.364"
"2020-12-02 06:30:00","0","-1.026"
"2020-12-02 06:45:00","0.993","0.861"
"2020-12-02 07:00:00","9.107","8.697"
"2020-12-02 07:15:00","24.927","21.475"
"2020-12-02 07:30:00","45.53","33.579"
"2020-12-02 07:45:00","34.863","38.422"
"2020-12-02 08:00:00","76.017","76.798"
"2020-12-02 08:15:00","106.794","98.353"
"2020-12-02 08:30:00","75.208","80.857"
"2020-12-02 08:45:00","111.747","114.013"
"2020-12-02 09:00:00","125.703","119.442"
"2020-12-02 09:15:00","253.559","190.574"
"2020-12-02 09:30:00","311.112","231.022"
"2020-12-02 09:45:00","487.006","338.99"
"2020-12-02 10:00:00","434.033","330.513"
"2020-12-02 10:15:00","332.951","276.818"
"2020-12-02 10:30:00","231.191","224.308"
"2020-12-02 10:45:00","133.33","150.904"
"2020-12-02 11:00:00","337.502","316.236"
"2020-12-02 11:15:00","272.885","278.054"
"2020-12-02 11:30:00","126.455","143.115"
"2020-12-02 11:45:00","124.835","146.818"
"2020-12-02 12:00:00","88.377","103.91"
"2020-12-02 12:15:00","72.705","89.162"
"2020-12-02 12:30:00","53.994","69.811"
"2020-12-02 12:45:00","86.775","99.176"
"2020-12-02 13:00:00","211.7","213.437"
"2020-12-02 13:15:00","124.648","135.08"
"2020-12-02 13:30:00","173.882","179.335"
