"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-10-01 00:00:00","0","-1.335"
"2020-10-01 00:15:00","0","-1.269"
"2020-10-01 00:30:00","0","-1.205"
"2020-10-01 00:45:00","0","-1.253"
"2020-10-01 01:00:00","0","-1.412"
"2020-10-01 01:15:00","0","-2.398"
"2020-10-01 01:30:00","0","-2.355"
"2020-10-01 01:45:00","0","-1.644"
"2020-10-01 02:00:00","0","-1.572"
"2020-10-01 02:15:00","0","-1.429"
"2020-10-01 02:30:00","0","-1.437"
"2020-10-01 02:45:00","0","-1.479"
"2020-10-01 03:00:00","0","-1.482"
"2020-10-01 03:15:00","0","-1.538"
"2020-10-01 03:30:00","0","-1.393"
"2020-10-01 03:45:00","0","-1.511"
"2020-10-01 04:00:00","0","-1.465"
"2020-10-01 04:15:00","0","-1.356"
"2020-10-01 04:30:00","0","-1.429"
"2020-10-01 04:45:00","0","-1.347"
"2020-10-01 05:00:00","0","-1.253"
"2020-10-01 05:15:00","0","-1.3"
"2020-10-01 05:30:00","0","-1.232"
"2020-10-01 05:45:00","0","-1.158"
"2020-10-01 06:00:00","0","-1.144"
"2020-10-01 06:15:00","0","-1.144"
"2020-10-01 06:30:00","0","-0.389"
"2020-10-01 06:45:00","4.114","4.715"
"2020-10-01 07:00:00","13.426","14.85"
"2020-10-01 07:15:00","28.085","31.743"
"2020-10-01 07:30:00","84.175","81.559"
"2020-10-01 07:45:00","151.987","126.611"
"2020-10-01 08:00:00","228.302","173.172"
"2020-10-01 08:15:00","270.588","209.518"
"2020-10-01 08:30:00","323.643","251.576"
"2020-10-01 08:45:00","376.126","293.892"
"2020-10-01 09:00:00","425.238","333.644"
"2020-10-01 09:15:00","475.654","374.708"
"2020-10-01 09:30:00","523.791","414.345"
"2020-10-01 09:45:00","570.207","452.962"
"2020-10-01 10:00:00","611.627","487.747"
"2020-10-01 10:15:00","669.653","542.727"
"2020-10-01 10:30:00","798.727","673.367"
"2020-10-01 10:45:00","588.996","516.264"
"2020-10-01 11:00:00","655.02","598.987"
"2020-10-01 11:15:00","434.464","411.674"
"2020-10-01 11:30:00","680.08","574.604"
"2020-10-01 11:45:00","802.518","657.635"
"2020-10-01 12:00:00","899.235","779.815"
"2020-10-01 12:15:00","566.151","544.172"
"2020-10-01 12:30:00","285.884","296.77"
"2020-10-01 12:45:00","340.957","346.787"
"2020-10-01 13:00:00","726.625","658.519"
"2020-10-01 13:15:00","888.104","747.704"
"2020-10-01 13:30:00","889.716","757.57"
"2020-10-01 13:45:00","624.542","579.148"
"2020-10-01 14:00:00","457.576","446.452"
"2020-10-01 14:15:00","265.3","276.342"
"2020-10-01 14:30:00","583.456","527.586"
"2020-10-01 14:45:00","622.172","562.681"
"2020-10-01 15:00:00","553.817","496.487"
"2020-10-01 15:15:00","291.234","279.33"
"2020-10-01 15:30:00","579.824","482.36"
"2020-10-01 15:45:00","541.944","444.849"
"2020-10-01 16:00:00","485.873","401.019"
"2020-10-01 16:15:00","454.061","380.352"
"2020-10-01 16:30:00","369.505","322.83"
"2020-10-01 16:45:00","340.494","296.034"
"2020-10-01 17:00:00","230.216","204.547"
"2020-10-01 17:15:00","201.56","181.623"
"2020-10-01 17:30:00","146.935","133.925"
"2020-10-01 17:45:00","62.276","66.501"
"2020-10-01 18:00:00","19.655","23.734"
"2020-10-01 18:15:00","4.694","8.614"
"2020-10-01 18:30:00","0","0.829"
"2020-10-01 18:45:00","0","-1.54"
"2020-10-01 19:00:00","0","-1.671"
"2020-10-01 19:15:00","0","-1.504"
"2020-10-01 19:30:00","0","-1.71"
"2020-10-01 19:45:00","0","-1.614"
"2020-10-01 20:00:00","0","-1.389"
"2020-10-01 20:15:00","0","-1.542"
"2020-10-01 20:30:00","0","-1.624"
"2020-10-01 20:45:00","0","-1.632"
"2020-10-01 21:00:00","0","-1.599"
"2020-10-01 21:15:00","0","-1.476"
"2020-10-01 21:30:00","0","-1.446"
"2020-10-01 21:45:00","0","-1.336"
"2020-10-01 22:00:00","0","-1.19"
"2020-10-01 22:15:00","0","-1.129"
"2020-10-01 22:30:00","0","-0.953"
"2020-10-01 22:45:00","0","-1.361"
"2020-10-01 23:00:00","0","-1.388"
"2020-10-01 23:15:00","0","-0.905"
"2020-10-01 23:30:00","0","-0.462"
"2020-10-01 23:45:00","0","-0.543"
"2020-10-02 00:00:00","0","-0.421"
"2020-10-02 00:15:00","0","-0.399"
"2020-10-02 00:30:00","0","-0.389"
"2020-10-02 00:45:00","0","-0.347"
"2020-10-02 01:00:00","0","-0.362"
"2020-10-02 01:15:00","0","-0.404"
"2020-10-02 01:30:00","0","-0.379"
"2020-10-02 01:45:00","0","-0.466"
"2020-10-02 02:00:00","0","-0.515"
"2020-10-02 02:15:00","0","-0.438"
"2020-10-02 02:30:00","0","-0.468"
"2020-10-02 02:45:00","0","-0.458"
"2020-10-02 03:00:00","0","-0.43"
"2020-10-02 03:15:00","0","-0.442"
"2020-10-02 03:30:00","0","-0.571"
"2020-10-02 03:45:00","0","-0.636"
"2020-10-02 04:00:00","0","-0.563"
"2020-10-02 04:15:00","0","-0.532"
"2020-10-02 04:30:00","0","-0.49"
"2020-10-02 04:45:00","0","-0.507"
"2020-10-02 05:00:00","0","-0.45"
"2020-10-02 05:15:00","0","-0.461"
"2020-10-02 05:30:00","0","-0.494"
