"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-06-01 00:00:00","0","-1.868"
"2020-06-01 00:15:00","0","-1.884"
"2020-06-01 00:30:00","0","-1.72"
"2020-06-01 00:45:00","0","-1.681"
"2020-06-01 01:00:00","0","-1.831"
"2020-06-01 01:15:00","0","-1.847"
"2020-06-01 01:30:00","0","-1.753"
"2020-06-01 01:45:00","0","-1.6"
"2020-06-01 02:00:00","0","-0.944"
"2020-06-01 02:15:00","0","-1.085"
"2020-06-01 02:30:00","0","-1.686"
"2020-06-01 02:45:00","0","-1.806"
"2020-06-01 03:00:00","0","-1.714"
"2020-06-01 03:15:00","0","-1.654"
"2020-06-01 03:30:00","0","-1.591"
"2020-06-01 03:45:00","0","-1.605"
"2020-06-01 04:00:00","0","-1.72"
"2020-06-01 04:15:00","0","-1.625"
"2020-06-01 04:30:00","0","-1.628"
"2020-06-01 04:45:00","0","-1.428"
"2020-06-01 05:00:00","0","0.023"
"2020-06-01 05:15:00","3.195","4.584"
"2020-06-01 05:30:00","9.56","11.752"
"2020-06-01 05:45:00","6.09","22.882"
"2020-06-01 06:00:00","21.822","33.117"
"2020-06-01 06:15:00","37.56","110.324"
"2020-06-01 06:30:00","47.91","187.564"
"2020-06-01 06:45:00","83.825","218.705"
"2020-06-01 07:00:00","242.746","258.309"
"2020-06-01 07:15:00","315.392","305.871"
"2020-06-01 07:30:00","367.062","353.368"
"2020-06-01 07:45:00","422.591","402.567"
"2020-06-01 08:00:00","477.422","450.941"
"2020-06-01 08:15:00","531.468","498.161"
"2020-06-01 08:30:00","584.334","545.192"
"2020-06-01 08:45:00","632.153","588.299"
"2020-06-01 09:00:00","708.922","664.806"
"2020-06-01 09:15:00","814.463","767.768"
"2020-06-01 09:30:00","289.597","291.609"
"2020-06-01 09:45:00","731.694","724.665"
"2020-06-01 10:00:00","746.459","697.44"
"2020-06-01 10:15:00","883.19","844.967"
"2020-06-01 10:30:00","862.277","860.37"
"2020-06-01 10:45:00","335.161","339.799"
"2020-06-01 11:00:00","750.646","707.74"
"2020-06-01 11:15:00","1,012.395","949.471"
"2020-06-01 11:30:00","323.304","323.673"
"2020-06-01 11:45:00","882.077","890.216"
"2020-06-01 12:00:00","343.918","345.231"
"2020-06-01 12:15:00","475.704","447.158"
"2020-06-01 12:30:00","500.114","489.222"
"2020-06-01 12:45:00","466.913","460.812"
"2020-06-01 13:00:00","327.9","341.146"
"2020-06-01 13:15:00","895.944","853.033"
"2020-06-01 13:30:00","687.131","701.399"
"2020-06-01 13:45:00","587.296","589.557"
"2020-06-01 14:00:00","908.73","861.57"
"2020-06-01 14:15:00","496.024","516.696"
"2020-06-01 14:30:00","882.36","847.449"
"2020-06-01 14:45:00","518.413","511.675"
"2020-06-01 15:00:00","607.326","614.392"
"2020-06-01 15:15:00","754.78","753.579"
"2020-06-01 15:30:00","478.027","481.513"
"2020-06-01 15:45:00","616.7","611.634"
"2020-06-01 16:00:00","506.04","510.676"
"2020-06-01 16:15:00","424.412","416.784"
"2020-06-01 16:30:00","375.689","372.858"
"2020-06-01 16:45:00","568.391","579.779"
"2020-06-01 17:00:00","143.883","144.013"
"2020-06-01 17:15:00","108.243","113.956"
"2020-06-01 17:30:00","278.123","304.926"
"2020-06-01 17:45:00","64.081","65.506"
"2020-06-01 18:00:00","19.831","22.29"
