"Site Time","POA Watts/meter²","GHI Watts/meter²"
"2020-03-01 00:00:00","0","-1.541"
"2020-03-01 00:15:00","0","-1.416"
"2020-03-01 00:30:00","0","-1.57"
"2020-03-01 00:45:00","0","-1.507"
"2020-03-01 01:00:00","0","-1.5"
"2020-03-01 01:15:00","0","-1.49"
"2020-03-01 01:30:00","0","-1.583"
"2020-03-01 01:45:00","0","-1.517"
"2020-03-01 02:00:00","0","-1.57"
"2020-03-01 02:15:00","0","-1.61"
"2020-03-01 02:30:00","0","-1.633"
"2020-03-01 02:45:00","0","-1.553"
"2020-03-01 03:00:00","0","-1.59"
"2020-03-01 03:15:00","0","-1.566"
"2020-03-01 03:30:00","0","-1.583"
"2020-03-01 03:45:00","0","-1.506"
"2020-03-01 04:00:00","0","-1.594"
"2020-03-01 04:15:00","0","-1.565"
"2020-03-01 04:30:00","0","-1.462"
"2020-03-01 04:45:00","0","-1.428"
"2020-03-01 05:00:00","0","-1.419"
"2020-03-01 05:15:00","0","-1.459"
"2020-03-01 05:30:00","0","-1.44"
"2020-03-01 05:45:00","0","-1.421"
"2020-03-01 06:00:00","0","-0.976"
"2020-03-01 06:15:00","1.987","2.268"
"2020-03-01 06:30:00","10.13","10.766"
"2020-03-01 06:45:00","13.239","36.435"
"2020-03-01 07:00:00","94.925","105.782"
"2020-03-01 07:15:00","184.065","147.487"
"2020-03-01 07:30:00","138.328","126.689"
"2020-03-01 07:45:00","96.536","95.172"
"2020-03-01 08:00:00","357.827","272.231"
"2020-03-01 08:15:00","410.132","317.292"
"2020-03-01 08:30:00","331.93","293.769"
"2020-03-01 08:45:00","291.596","272.314"
"2020-03-01 09:00:00","256.838","254.256"
"2020-03-01 09:15:00","504.644","412.05"
"2020-03-01 09:30:00","656.378","522.011"
"2020-03-01 09:45:00","646.679","508.085"
"2020-03-01 10:00:00","687.193","542.507"
"2020-03-01 10:15:00","865.129","691.596"
"2020-03-01 10:30:00","880.082","695.723"
"2020-03-01 10:45:00","874.17","692.755"
"2020-03-01 11:00:00","856.635","671.508"
